employee_id,age,gender,education,department,job_role,monthly_salary,years_at_company,years_in_current_role,performance_score,job_satisfaction,work_life_balance,overtime,distance_from_home_km,num_projects_last_year,training_hours_last_year,num_promotions,last_promotion_years_ago,stock_option_level,relationship_satisfaction,environment_satisfaction,attrition
EMP01949,53,Female,PhD,Sales,Role_5,134785,6,4,3.3,3.6,4,No,1,4,78,1,1,3,4,2,No
EMP01950,26,Female,High School,HR,Role_16,44998,0,0,2.2,2.8,4,No,19,2,73,0,0,0,3,2,No
EMP01951,33,Male,Bachelor,Operations,Role_36,61897,11,3,3.0,2.8,4,Yes,8,5,67,0,0,3,3,4,No
EMP01952,31,Female,High School,HR,Role_46,55049,5,5,3.3,3.3,2,No,2,3,43,1,0,3,1,4,No
EMP01953,34,Male,Master,Marketing,Role_1,86966,2,2,2.7,3.4,3,No,15,2,44,0,2,2,3,3,No
EMP01954,43,Male,Bachelor,Engineering,Role_4,96480,3,3,3.9,3.6,2,No,15,1,51,1,0,0,4,1,No
EMP01955,33,Female,Bachelor,HR,Role_20,65617,0,0,2.4,4.7,3,No,6,4,44,0,0,2,3,3,No
EMP01956,29,Male,Bachelor,Legal,Role_4,83564,2,2,2.9,4.1,3,Yes,5,7,47,0,2,2,3,2,Yes
EMP01957,51,Male,Master,Legal,Role_45,97466,15,0,3.7,5.0,2,Yes,8,5,0,1,2,0,4,4,No
EMP01958,64,Female,High School,Engineering,Role_38,93544,1,1,3.2,2.9,3,Yes,7,4,25,0,1,1,3,2,Yes
EMP01959,33,Female,Master,Operations,Role_28,76537,0,0,3.2,3.7,4,No,5,5,55,0,0,0,4,4,No
EMP01960,30,Female,Bachelor,Marketing,Role_17,75505,8,0,3.8,1.1,3,Yes,1,3,22,0,0,0,3,4,No
EMP01961,47,Female,PhD,R&D,Role_16,131034,5,2,3.9,4.0,3,No,2,4,36,0,1,1,2,2,No
EMP01962,54,Male,Bachelor,Sales,Role_33,84043,8,0,3.4,3.6,3,No,12,2,49,0,1,1,1,3,No
EMP01963,41,Male,Bachelor,Sales,Role_5,93427,1,0,3.8,2.3,3,Yes,22,3,50,0,0,2,3,4,Yes
EMP01964,46,Male,Bachelor,Marketing,Role_7,85429,4,4,3.7,1.8,3,No,5,6,36,1,0,1,4,2,No
EMP01965,45,Male,Bachelor,Sales,Role_22,86582,2,2,2.9,3.2,3,No,2,8,36,0,0,2,2,3,No
EMP01966,58,Female,Bachelor,Legal,Role_47,94115,10,1,3.6,3.2,4,No,26,2,47,1,2,1,3,3,No
EMP01967,37,Female,Bachelor,R&D,Role_25,98718,1,0,3.7,2.5,3,No,1,2,51,0,1,1,4,2,No
EMP01968,42,Female,Master,Engineering,Role_26,103830,10,4,2.8,2.2,4,No,4,6,0,0,1,2,3,1,No
EMP01969,22,Male,Bachelor,Legal,Role_20,71029,0,0,2.8,3.0,4,Yes,48,4,40,0,0,1,3,4,No
EMP01970,47,Female,High School,HR,Role_10,62051,8,1,3.4,3.5,3,No,14,4,50,2,1,2,4,2,No
EMP01971,46,Female,Master,Finance,Role_22,122720,4,4,3.5,2.8,3,Yes,4,3,37,1,1,0,4,2,No
EMP01972,52,Male,Master,Operations,Role_20,103989,0,0,3.7,2.1,4,No,11,5,16,0,0,1,3,4,Yes
EMP01973,25,Male,Bachelor,Marketing,Role_10,73164,3,3,2.6,2.5,3,No,1,4,36,1,3,2,3,2,No
EMP01974,36,Male,Bachelor,Operations,Role_4,76654,11,3,3.7,3.1,3,No,1,4,6,1,0,0,4,2,No
EMP01975,52,Other,Master,Sales,Role_20,102332,0,0,4.2,3.8,4,No,12,1,49,0,0,2,3,3,Yes
EMP01976,48,Male,Master,Legal,Role_41,110777,0,0,3.3,5.0,3,Yes,14,7,10,0,0,1,4,4,No
EMP01977,26,Male,High School,Finance,Role_48,66118,3,3,3.4,3.2,3,Yes,17,2,32,0,1,0,3,3,Yes
EMP01978,49,Female,Bachelor,R&D,Role_27,102407,3,3,2.3,3.2,4,No,9,5,58,1,0,0,1,4,No
EMP01979,38,Female,Bachelor,Legal,Role_10,80288,7,1,4.0,4.2,3,No,12,2,45,1,2,2,4,2,No
EMP01980,28,Male,Bachelor,Finance,Role_11,80466,6,6,4.0,5.0,2,No,4,3,0,2,0,0,2,1,No
EMP01981,50,Male,High School,Operations,Role_49,63435,1,1,3.3,3.7,2,No,20,3,60,0,1,2,4,4,No
EMP01982,41,Male,Master,Marketing,Role_1,80150,8,0,3.3,3.0,3,No,32,4,52,1,1,1,4,4,No
EMP01983,57,Female,Bachelor,Engineering,Role_44,103031,0,0,3.1,3.5,3,No,1,3,11,0,0,0,2,3,No
EMP01984,35,Female,Bachelor,Legal,Role_1,78349,2,2,2.9,1.8,3,No,11,4,38,0,0,0,2,3,No
EMP01985,41,Male,Bachelor,HR,Role_32,73091,7,0,3.3,4.2,3,Yes,4,3,13,1,1,2,4,4,No
EMP01986,27,Female,PhD,Operations,Role_48,84156,3,3,3.5,2.3,4,No,5,1,2,0,2,2,3,3,No
EMP01987,48,Male,PhD,Finance,Role_14,109147,2,2,3.8,3.7,4,No,2,2,33,0,1,1,2,3,No
EMP01988,37,Male,Master,Sales,Role_43,79080,0,0,3.0,3.1,3,Yes,4,2,59,0,0,1,4,2,No
EMP01989,37,Female,High School,Marketing,Role_11,54395,1,0,3.2,2.9,2,No,9,2,34,0,0,1,3,2,No
EMP01990,23,Male,Master,Operations,Role_8,64054,0,0,3.3,1.6,2,No,14,5,32,0,0,0,3,4,Yes
EMP01991,41,Female,Bachelor,Finance,Role_25,88432,4,4,3.7,3.3,2,No,2,2,2,1,1,2,3,3,No
EMP01992,44,Other,Bachelor,Legal,Role_7,76763,6,6,3.6,4.8,3,No,20,4,20,1,2,0,3,1,No
EMP01993,22,Male,Master,Sales,Role_47,86609,0,0,3.5,4.1,2,No,19,1,28,0,0,0,4,4,No
EMP01994,38,Female,Bachelor,Engineering,Role_48,92567,0,0,2.9,2.4,1,No,1,1,12,0,0,0,3,2,Yes
EMP01995,44,Female,Bachelor,Engineering,Role_42,90069,7,1,3.8,3.0,2,No,2,4,33,0,0,1,3,3,No
EMP01996,25,Female,Master,Marketing,Role_4,69746,0,0,3.6,4.1,2,No,4,5,30,0,0,0,2,2,No
EMP01997,46,Female,Bachelor,R&D,Role_5,88058,7,2,3.6,4.3,4,No,6,5,32,1,1,0,3,3,No
EMP01998,33,Female,High School,Operations,Role_17,47602,7,0,3.3,2.8,3,No,12,4,53,2,2,0,3,3,No
EMP01999,22,Female,Master,Finance,Role_35,74087,0,0,3.0,2.3,4,No,10,5,58,0,0,0,3,1,No
EMP02000,32,Male,Bachelor,Finance,Role_4,73281,2,1,3.3,3.3,4,Yes,2,5,16,0,1,0,3,1,No
EMP02001,58,Female,Master,Legal,Role_14,125819,1,0,2.5,3.6,4,No,3,2,58,0,1,0,2,4,No
EMP02002,65,Male,Master,Finance,Role_4,116767,6,6,3.2,2.8,4,No,6,3,45,1,4,2,4,2,No
EMP02003,25,Male,Bachelor,Engineering,Role_36,89785,0,0,3.2,3.6,3,No,9,3,43,0,0,1,2,3,No
EMP02004,24,Female,High School,HR,Role_44,40607,2,2,2.6,1.2,3,No,6,7,28,0,2,0,4,4,No
EMP02005,48,Female,High School,Legal,Role_18,71425,3,0,2.8,4.5,4,Yes,7,4,28,0,1,3,3,3,No
EMP02006,35,Male,Master,HR,Role_42,72787,6,0,3.7,3.5,2,No,4,5,35,2,0,0,4,4,No
EMP02007,29,Female,Bachelor,Operations,Role_40,57862,7,0,3.4,1.5,3,Yes,3,6,58,1,0,0,3,3,No
EMP02008,50,Female,Bachelor,Marketing,Role_46,73325,0,0,3.6,3.3,4,No,13,6,19,0,0,2,4,2,No
EMP02009,36,Female,High School,HR,Role_8,57693,2,0,3.6,2.0,1,Yes,2,3,47,0,0,0,3,3,No
EMP02010,42,Female,Master,R&D,Role_2,96508,4,1,3.0,2.5,3,No,3,3,40,0,2,0,2,3,No
EMP02011,43,Female,Bachelor,Engineering,Role_36,110212,2,2,3.3,3.8,3,No,12,1,42,0,2,1,2,4,No
EMP02012,46,Male,Master,Sales,Role_48,87545,4,3,3.7,2.2,3,No,15,3,39,0,4,0,3,3,No
EMP02013,31,Female,Bachelor,Engineering,Role_15,91467,5,0,4.1,1.7,3,No,4,3,56,1,0,0,3,1,No
EMP02014,49,Male,Bachelor,Marketing,Role_29,94400,0,0,3.2,3.3,3,No,3,5,37,0,0,2,4,1,No
EMP02015,44,Female,Master,Sales,Role_46,95134,6,0,3.8,1.8,3,No,11,4,6,2,0,2,3,3,No
EMP02016,44,Male,Bachelor,Sales,Role_22,94600,4,2,3.5,3.7,3,Yes,6,6,65,1,2,1,4,4,No
EMP02017,29,Male,Bachelor,Sales,Role_37,69697,7,2,3.0,3.0,3,No,12,3,94,1,0,2,3,3,No
EMP02018,59,Male,High School,R&D,Role_43,95593,16,4,4.1,2.5,2,Yes,12,4,21,1,1,0,2,3,Yes
EMP02019,31,Female,Master,Marketing,Role_21,76893,1,1,3.8,1.7,3,Yes,3,1,25,0,1,1,2,3,No
EMP02020,40,Male,Master,Marketing,Role_20,84257,5,5,3.7,3.6,4,No,9,1,38,1,0,0,3,4,No
EMP02021,22,Male,Bachelor,Engineering,Role_38,70129,0,0,2.6,3.7,4,No,6,5,21,0,0,0,2,2,No
EMP02022,43,Male,High School,Sales,Role_16,75001,1,1,4.0,2.1,2,No,30,2,24,0,0,0,3,3,Yes
EMP02023,29,Female,Bachelor,Legal,Role_34,70633,7,6,3.5,3.9,3,Yes,27,5,35,0,0,1,4,4,No
EMP02024,48,Male,High School,Finance,Role_4,74947,7,1,2.7,3.1,3,Yes,17,3,18,1,4,2,3,3,No
EMP02025,61,Female,Master,Operations,Role_40,97148,3,3,4.1,2.9,3,No,6,6,6,1,0,1,3,4,No
EMP02026,33,Female,Bachelor,HR,Role_22,68172,4,0,3.4,1.0,4,No,13,7,50,1,0,0,3,3,Yes
EMP02027,29,Male,Master,Marketing,Role_43,71873,4,0,3.7,3.2,3,No,1,1,35,1,1,2,1,3,No
EMP02028,29,Male,High School,Sales,Role_41,51018,0,0,3.8,2.9,3,No,6,2,54,0,0,0,3,2,No
EMP02029,37,Female,High School,Finance,Role_23,71410,8,2,3.9,1.8,3,No,12,6,30,1,6,0,3,3,No
EMP02030,42,Female,High School,HR,Role_36,51014,3,3,3.4,4.4,3,No,4,2,82,1,0,3,4,1,No
EMP02031,31,Female,Master,R&D,Role_14,109096,2,1,4.8,2.0,3,Yes,4,3,42,0,1,3,3,3,No
EMP02032,38,Other,High School,Sales,Role_36,63027,2,0,3.4,1.5,3,No,6,5,44,0,2,1,4,2,No
EMP02033,35,Female,Bachelor,Sales,Role_25,66012,7,5,3.5,3.9,3,No,4,3,41,1,1,1,4,3,No
EMP02034,52,Female,PhD,Operations,Role_45,107260,9,2,4.1,2.8,4,No,10,8,19,0,5,2,2,3,No
EMP02035,50,Male,Master,Finance,Role_28,120356,4,1,3.7,1.2,3,No,23,5,44,0,2,1,4,4,No
EMP02036,40,Female,Bachelor,HR,Role_25,65325,0,0,3.0,2.2,2,No,5,3,68,0,0,3,3,3,Yes
EMP02037,28,Male,Bachelor,Finance,Role_36,88013,3,2,3.4,3.0,3,No,8,5,50,0,0,1,4,1,No
EMP02038,35,Male,Master,Finance,Role_12,84290,0,0,5.0,2.9,3,No,14,5,73,0,0,1,1,3,No
EMP02039,40,Male,Master,Legal,Role_46,85095,0,0,3.3,3.8,3,No,17,5,62,0,0,3,1,3,No
EMP02040,39,Female,Master,Operations,Role_30,87722,1,1,3.7,5.0,2,Yes,1,6,26,0,1,0,2,2,No
EMP02041,36,Male,Master,Marketing,Role_29,80713,6,6,4.6,5.0,3,Yes,3,4,67,1,1,0,3,3,Yes
EMP02042,45,Male,Bachelor,HR,Role_37,62556,7,1,4.0,2.6,3,No,16,3,39,1,0,0,1,4,No
EMP02043,48,Female,Master,Legal,Role_25,121023,16,2,3.5,2.3,3,Yes,12,4,40,1,1,1,3,3,No
EMP02044,42,Female,High School,R&D,Role_22,90252,7,3,4.1,3.8,3,Yes,1,2,71,1,0,1,3,4,No
EMP02045,28,Female,Master,Sales,Role_4,84582,0,0,4.7,3.1,2,No,3,5,22,0,0,1,2,3,No
EMP02046,47,Male,Bachelor,Engineering,Role_25,104500,2,0,3.9,3.1,2,No,3,8,29,0,2,1,4,3,No
EMP02047,44,Female,Bachelor,R&D,Role_8,101271,0,0,4.1,4.3,3,No,32,1,39,0,0,1,3,3,Yes
EMP02048,31,Male,High School,Finance,Role_44,58962,2,2,3.7,3.8,2,No,41,4,18,0,1,0,1,1,No
EMP02049,22,Male,High School,Sales,Role_18,47011,0,0,3.0,3.0,3,No,43,4,37,0,0,2,4,3,No
EMP02050,41,Female,Bachelor,Engineering,Role_31,108188,0,0,3.2,3.5,4,No,20,2,67,0,0,3,3,4,No
EMP02051,27,Male,Bachelor,R&D,Role_20,79052,5,0,3.9,1.3,3,Yes,20,3,27,0,3,0,1,4,Yes
EMP02052,29,Male,PhD,HR,Role_14,93177,1,1,2.9,3.1,3,No,8,4,38,0,1,2,2,3,No
EMP02053,31,Male,Bachelor,Operations,Role_18,61941,4,2,3.5,2.3,3,No,10,5,46,1,1,0,3,3,Yes
EMP02054,37,Male,PhD,Finance,Role_5,112934,2,2,3.2,4.5,3,No,4,4,53,0,0,1,3,1,No
EMP02055,44,Male,Bachelor,Legal,Role_38,85883,3,0,3.5,3.1,4,No,3,6,68,0,3,0,3,4,No
EMP02056,35,Female,Master,HR,Role_20,73825,1,1,3.2,4.1,3,No,7,2,42,0,0,3,2,2,No
EMP02057,22,Female,Bachelor,HR,Role_36,56452,0,0,2.5,3.9,4,Yes,1,7,44,0,0,2,4,4,Yes
EMP02058,48,Male,High School,Marketing,Role_31,65278,6,1,3.3,2.7,2,Yes,3,2,7,0,0,0,4,3,No
EMP02059,33,Male,Master,Operations,Role_30,91137,3,2,4.2,2.3,3,No,13,4,51,0,2,1,4,3,No
EMP02060,41,Male,Master,Sales,Role_15,80878,2,2,4.1,2.3,3,Yes,3,3,49,0,0,1,4,3,Yes
EMP02061,52,Female,High School,Finance,Role_23,95016,2,0,3.0,2.8,4,No,3,2,77,0,2,0,2,2,No
EMP02062,32,Male,Bachelor,HR,Role_12,70013,4,2,3.0,3.3,3,No,24,4,30,1,1,0,2,3,No
EMP02063,37,Male,Bachelor,Operations,Role_44,75630,12,2,3.4,4.4,1,No,6,4,40,1,4,1,4,2,No
EMP02064,48,Male,Bachelor,HR,Role_17,66341,8,0,3.2,3.6,2,Yes,5,3,39,2,3,1,3,2,No
EMP02065,30,Female,Bachelor,Marketing,Role_39,74008,5,3,4.1,3.7,4,No,11,7,27,0,0,1,3,3,No
EMP02066,37,Male,Bachelor,Operations,Role_9,70229,14,4,4.0,4.5,1,No,25,4,14,1,2,0,4,4,No
EMP02067,29,Male,High School,Operations,Role_32,55771,4,0,3.7,2.2,3,No,17,5,31,0,0,1,4,4,No
EMP02068,29,Male,Bachelor,HR,Role_22,61952,3,1,3.0,3.5,3,No,17,6,37,0,1,2,3,4,No
EMP02069,34,Female,Bachelor,Marketing,Role_15,74569,12,0,3.1,3.7,3,No,31,4,14,1,0,0,1,3,No
EMP02070,25,Male,Master,Sales,Role_45,78264,2,1,3.5,3.7,4,Yes,12,2,54,0,2,2,4,3,No
EMP02071,41,Female,High School,Sales,Role_18,68341,1,1,3.0,4.5,4,Yes,1,4,66,0,1,2,1,3,No
EMP02072,28,Male,PhD,Sales,Role_34,97548,6,2,4.0,4.3,3,Yes,24,7,22,0,0,0,2,3,No
EMP02073,29,Female,Bachelor,Sales,Role_41,72448,1,0,3.2,4.3,3,No,3,5,38,0,0,3,4,3,No
EMP02074,49,Female,Bachelor,HR,Role_22,84814,0,0,2.0,3.7,3,No,22,5,33,0,0,1,4,3,No
EMP02075,48,Female,High School,Engineering,Role_15,99164,13,2,3.6,3.3,3,No,8,5,53,4,0,1,4,3,No
EMP02076,50,Male,Master,Legal,Role_13,118119,4,1,3.2,5.0,3,No,19,6,56,0,2,1,4,4,No
EMP02077,35,Male,Bachelor,HR,Role_30,72218,2,2,3.6,3.6,4,No,1,1,35,0,2,1,3,1,No
EMP02078,43,Male,Master,Legal,Role_16,107991,1,0,3.8,3.1,3,No,7,3,25,0,0,2,4,2,No
EMP02079,41,Female,High School,Sales,Role_38,77775,3,3,2.8,3.5,4,No,1,3,46,1,1,1,3,4,No
EMP02080,37,Female,Bachelor,R&D,Role_45,82458,4,1,3.0,3.3,3,Yes,7,7,43,1,1,2,3,3,No
EMP02081,22,Male,Bachelor,R&D,Role_15,77201,0,0,3.8,2.8,3,No,1,4,41,0,0,0,3,3,No
EMP02082,36,Male,Bachelor,Legal,Role_33,73360,4,3,2.4,1.8,3,No,10,7,39,1,0,0,2,4,No
EMP02083,42,Female,Bachelor,Engineering,Role_6,90397,13,1,3.6,2.5,3,No,5,9,33,1,0,0,4,4,No
EMP02084,39,Male,Master,Finance,Role_38,112642,3,3,3.3,2.9,3,No,15,4,77,1,2,1,3,3,No
EMP02085,22,Female,Bachelor,Marketing,Role_28,57633,0,0,3.6,3.9,1,Yes,30,5,39,0,0,0,3,2,Yes
EMP02086,46,Female,Master,Operations,Role_29,85665,1,1,3.2,2.7,3,No,6,2,27,0,0,2,3,4,Yes
EMP02087,37,Male,Bachelor,Legal,Role_20,77508,2,2,3.2,1.0,3,No,2,4,39,0,0,2,3,2,Yes
EMP02088,47,Male,Master,Legal,Role_23,111517,13,10,2.9,2.4,2,No,2,6,17,0,4,0,3,3,No
EMP02089,51,Female,Bachelor,R&D,Role_13,97043,6,6,3.4,2.4,3,No,20,3,44,0,1,2,3,4,No
EMP02090,51,Male,PhD,R&D,Role_9,140130,5,1,4.1,2.0,3,No,6,2,47,1,0,0,4,4,No
EMP02091,33,Male,Bachelor,Operations,Role_18,72479,2,0,3.8,2.2,4,No,12,7,25,0,1,1,1,4,No
EMP02092,39,Female,Bachelor,Finance,Role_16,86216,6,6,4.0,3.0,3,No,22,4,61,1,1,0,4,4,No
EMP02093,23,Male,Bachelor,Legal,Role_21,77608,1,0,2.8,2.7,3,No,10,1,29,0,0,0,2,3,Yes
EMP02094,31,Other,Master,Operations,Role_13,88592,4,3,3.9,3.8,3,No,4,7,27,0,2,0,3,2,No
EMP02095,26,Female,Master,R&D,Role_36,102171,0,0,3.8,3.9,4,Yes,21,1,75,0,0,2,2,4,No
EMP02096,37,Female,PhD,Legal,Role_40,103575,0,0,4.2,3.5,3,No,3,4,50,0,0,0,2,2,No
EMP02097,49,Female,High School,Engineering,Role_5,98686,3,0,2.4,1.4,1,Yes,2,4,15,1,0,2,2,4,Yes
EMP02098,28,Male,Bachelor,Operations,Role_2,61517,3,1,3.5,3.1,2,Yes,11,4,29,0,1,0,2,3,No
EMP02099,42,Male,High School,Operations,Role_25,60905,0,0,2.3,3.2,4,No,25,6,32,0,0,1,4,3,No
EMP02100,59,Male,Bachelor,HR,Role_28,93824,5,5,3.2,3.1,3,No,3,3,42,0,3,0,3,3,No
EMP02101,22,Male,Bachelor,Finance,Role_47,67981,0,0,3.2,1.7,3,Yes,21,6,28,0,0,2,4,1,No
EMP02102,33,Male,Master,Legal,Role_15,95522,11,4,4.4,2.8,4,No,1,5,64,2,2,0,3,2,No
EMP02103,43,Male,High School,Sales,Role_3,79500,5,5,3.3,2.3,1,No,2,2,42,1,0,2,2,4,No
EMP02104,22,Female,Master,Finance,Role_7,93548,0,0,4.8,3.6,3,No,19,7,51,0,0,2,4,4,No
EMP02105,50,Male,Bachelor,Engineering,Role_6,114537,5,0,3.4,1.5,4,No,10,3,5,1,1,0,2,4,No
EMP02106,37,Other,Master,Marketing,Role_13,75534,1,1,3.2,3.0,3,Yes,12,3,35,0,1,0,3,3,Yes
EMP02107,35,Male,Master,Engineering,Role_23,109834,3,3,3.7,4.0,3,Yes,9,2,48,1,1,0,3,3,No
EMP02108,47,Male,Master,Legal,Role_6,104109,3,0,3.0,4.0,3,No,17,4,80,1,0,3,2,3,No
EMP02109,28,Other,PhD,Engineering,Role_38,125809,5,3,4.4,2.3,3,No,2,5,29,1,0,1,3,3,No
EMP02110,36,Female,Master,Sales,Role_28,80205,2,2,3.7,2.3,4,Yes,9,6,41,0,0,0,3,3,Yes
EMP02111,30,Male,Bachelor,HR,Role_40,53760,7,3,3.4,3.2,3,No,8,4,33,1,0,2,2,1,Yes
EMP02112,35,Male,Master,Legal,Role_41,95141,6,1,3.4,2.4,3,No,9,5,34,0,3,0,3,3,No
EMP02113,34,Female,High School,Marketing,Role_43,55168,3,1,3.3,2.3,4,No,18,3,38,1,1,1,2,4,No
EMP02114,50,Male,Bachelor,Sales,Role_47,81949,3,3,2.3,2.0,3,No,8,6,13,1,3,1,4,2,No
EMP02115,38,Male,High School,Marketing,Role_16,70138,2,2,3.3,3.0,2,Yes,35,3,55,0,2,0,2,4,No
EMP02116,38,Female,Master,Marketing,Role_45,99850,5,5,2.9,4.7,3,Yes,13,3,48,1,1,2,3,3,No
EMP02117,37,Female,Master,HR,Role_43,78244,1,0,3.5,2.0,2,No,2,6,38,0,1,0,4,3,No
EMP02118,38,Female,Master,R&D,Role_29,110357,1,1,3.4,3.2,4,No,11,5,0,0,1,0,2,2,No
EMP02119,51,Male,Bachelor,HR,Role_31,87477,9,2,3.4,4.9,1,No,6,4,47,1,2,1,4,3,Yes
EMP02120,22,Male,Master,Sales,Role_8,84702,0,0,2.9,4.1,3,No,7,3,66,0,0,1,4,3,Yes
EMP02121,44,Male,Master,Legal,Role_39,90305,9,1,3.5,1.1,2,No,3,1,40,0,0,3,2,2,No
EMP02122,30,Male,Bachelor,R&D,Role_39,70852,0,0,3.5,3.3,3,No,2,2,27,0,0,3,2,3,No
EMP02123,31,Female,Bachelor,Sales,Role_23,72243,2,1,4.1,1.0,3,No,6,5,55,0,1,0,3,3,Yes
EMP02124,30,Female,High School,Legal,Role_9,65468,8,2,4.3,3.6,2,No,1,3,7,0,0,3,4,2,No
EMP02125,29,Other,Master,Finance,Role_22,91869,7,5,4.0,3.3,2,No,5,6,72,0,1,1,2,4,No
EMP02126,26,Female,Master,R&D,Role_47,103674,0,0,4.9,3.1,4,Yes,4,1,4,0,0,3,2,1,No
EMP02127,47,Female,PhD,Sales,Role_4,118284,0,0,3.7,3.9,4,Yes,1,3,60,0,0,0,4,4,Yes
EMP02128,29,Male,Bachelor,Sales,Role_48,68735,1,0,3.5,3.5,3,No,1,4,49,0,1,1,3,3,No
EMP02129,38,Female,Bachelor,Sales,Role_2,77341,2,1,3.7,2.3,3,Yes,8,4,32,0,2,2,4,3,No
EMP02130,28,Male,Bachelor,Operations,Role_49,55915,1,0,3.4,2.9,2,Yes,12,6,38,0,0,2,4,2,Yes
EMP02131,22,Male,Bachelor,Finance,Role_32,71471,0,0,2.4,1.2,4,Yes,6,2,78,0,0,2,4,3,No
EMP02132,35,Male,Bachelor,Engineering,Role_5,94638,4,2,4.1,4.2,2,Yes,14,5,55,1,0,0,4,2,No
EMP02133,35,Male,Bachelor,Marketing,Role_43,80754,5,1,3.7,5.0,3,Yes,7,2,55,1,1,2,2,3,No
EMP02134,44,Male,Master,Legal,Role_17,104077,4,1,3.6,2.9,3,Yes,4,3,45,1,0,2,4,3,No
EMP02135,30,Male,PhD,Sales,Role_43,109182,1,1,3.4,1.1,1,No,11,1,55,0,0,2,3,2,Yes
EMP02136,37,Male,High School,Operations,Role_4,54390,1,1,3.0,4.1,1,No,2,6,36,0,0,1,4,1,No
EMP02137,42,Male,Master,HR,Role_28,76984,1,0,3.4,3.1,3,Yes,3,3,25,0,1,2,4,3,Yes
EMP02138,35,Male,Master,Finance,Role_12,111501,6,5,3.7,2.5,3,No,22,4,8,2,2,0,4,3,No
EMP02139,43,Male,Bachelor,Operations,Role_28,86407,0,0,3.7,4.1,3,No,30,4,40,0,0,3,4,3,No
EMP02140,24,Male,Bachelor,Engineering,Role_23,69552,2,1,3.4,2.2,3,Yes,7,6,69,0,0,3,3,3,No
EMP02141,36,Female,Bachelor,Sales,Role_27,80967,1,1,3.8,1.5,4,No,10,5,17,0,0,0,1,3,No
EMP02142,46,Female,Master,Legal,Role_43,107385,2,1,3.1,4.0,2,No,7,8,77,0,2,1,4,3,No
EMP02143,54,Female,Bachelor,R&D,Role_22,110485,4,0,4.3,4.1,4,No,15,5,0,0,0,0,2,2,No
EMP02144,25,Female,Master,HR,Role_10,73822,3,0,3.6,3.0,2,No,5,2,41,0,2,1,1,2,No
EMP02145,43,Male,Bachelor,R&D,Role_16,102585,1,0,3.1,3.0,3,No,32,5,27,0,0,0,2,4,No
EMP02146,26,Other,High School,Operations,Role_49,55855,4,1,2.6,1.1,4,No,1,4,47,1,1,0,4,3,No
EMP02147,39,Male,Bachelor,Sales,Role_23,68726,6,3,3.4,1.9,2,No,18,7,29,2,0,0,1,4,No
EMP02148,47,Male,High School,Engineering,Role_43,88283,1,1,2.9,2.0,4,No,4,6,56,0,1,0,3,3,No
EMP02149,36,Male,Master,Finance,Role_21,85162,14,0,3.4,2.3,3,Yes,22,4,26,2,0,0,3,3,No
EMP02150,38,Male,Bachelor,Legal,Role_28,88283,14,6,3.2,1.0,3,No,29,4,41,3,1,2,3,3,No
EMP02151,37,Female,Bachelor,Operations,Role_18,61636,1,1,2.9,2.8,4,Yes,4,7,29,0,1,2,2,2,No
EMP02152,37,Male,Bachelor,Engineering,Role_35,101683,7,1,3.3,3.5,4,No,14,7,39,2,0,0,3,1,No
EMP02153,38,Male,Master,Sales,Role_45,84820,2,2,3.7,4.5,3,Yes,7,3,10,0,2,3,1,3,Yes
EMP02154,22,Male,Master,Engineering,Role_35,99787,0,0,3.8,2.8,2,No,1,3,71,0,0,1,3,1,Yes
EMP02155,48,Male,Bachelor,Legal,Role_6,85968,1,1,2.9,2.5,4,No,3,6,56,0,1,3,3,4,No
EMP02156,34,Female,Bachelor,HR,Role_26,58981,8,0,3.4,2.5,1,No,6,6,63,2,0,0,3,1,No
EMP02157,38,Female,PhD,Engineering,Role_32,117963,12,10,4.4,3.6,2,No,31,1,47,1,1,0,3,3,No
EMP02158,41,Female,High School,Finance,Role_13,67087,19,2,3.4,2.7,4,No,2,1,29,1,0,1,4,4,No
EMP02159,34,Female,High School,HR,Role_7,50088,4,1,3.9,2.8,3,Yes,4,4,44,1,3,2,3,3,No
EMP02160,41,Female,Master,Marketing,Role_20,94780,4,4,3.0,2.0,2,No,6,3,46,0,1,1,2,3,Yes
EMP02161,53,Male,High School,Marketing,Role_15,75165,1,1,3.2,2.3,4,Yes,5,1,31,0,0,3,2,3,No
EMP02162,52,Female,Bachelor,Finance,Role_1,97221,2,0,2.7,2.5,4,No,4,3,21,0,2,0,2,4,No
EMP02163,41,Other,Bachelor,Operations,Role_22,80400,7,7,3.7,2.5,3,No,2,7,36,2,1,1,3,2,No
EMP02164,31,Female,Bachelor,Operations,Role_13,61330,3,3,3.3,2.2,3,Yes,16,5,15,0,0,1,4,3,No
EMP02165,40,Female,Master,HR,Role_39,86926,0,0,3.4,4.4,4,No,3,4,34,0,0,0,3,3,No
EMP02166,22,Female,High School,Legal,Role_47,52244,0,0,2.9,4.2,3,No,15,4,49,0,0,0,3,3,No
EMP02167,24,Female,Bachelor,Marketing,Role_43,71540,2,0,3.5,3.3,4,No,23,5,56,0,1,0,4,4,No
EMP02168,22,Female,Bachelor,Sales,Role_5,65486,0,0,2.8,2.6,3,No,6,2,11,0,0,1,4,4,No
EMP02169,38,Male,Master,Operations,Role_25,72346,5,5,3.3,2.9,3,No,3,6,8,1,1,2,3,4,No
EMP02170,38,Male,Bachelor,Operations,Role_39,66432,6,0,3.5,3.2,3,No,74,4,53,0,4,2,4,4,No
